iata,name,city,countryName,regionName,utcOffsetHours,latitude,longitude
YOP,Rainbow Lake Airport,Rainbow Lake,Canada,North America,-6,58.494372,-119.413406
GYD,Heydar Aliyev International Airport,Baku,Azerbaijan,Asia,5,40.462487,50.05039
DPS,Ngurah Rai International Airport,Denpasar,Indonesia,Asia,8,-8.748056,115.1675
MAO,Eduardo Gomes International Airport,Manaus,Brazil,South America,-4,-3.031327,-60.046092
PNQ,Pune Airport,Pune,India,Asia,5.5,18.581389,73.920556
BQS,Blagoveschensk Airport,Blagoveschensk,Russian Federation,Europe,9,50.416667,127.4
BIR,Biratnagar Airport,Biratnagar,Nepal,Asia,5.75,26.483439,87.266187
MGA,Augusto C Sandino International Airport,Managua,Nicaragua,Central America,-6,12.144838,-86.171263
HAE,Havasupai Airport,Havasupai,United States,North America,-7,36.230556,-112.669444
KMJ,Kumamoto Airport,Kumamoto,Japan,Asia,9,32.834132,130.85799
IFO,Ivano-Frankovsk Airport,Ivano-Frankovsk,Ukraine,Europe,3,48.887535,24.707566
GDT,JAGS McCartney International Airport,Grand Turk Island,Turks and Caicos Islands,Caribbean,-4,21.444914,-71.143583
GIB,North Front Airport,Gibraltar,Gibraltar,Europe,2,36.153763,-5.349271
BEN,Benina International Airport,Benghazi,Libya,Africa,2,32.085423,20.264891
SMR,Simon Bolivar International Airport,Santa Marta,Colombia,South America,-5,11.117132,-74.232704
CAC,Cascavel Airport,Cascavel,Brazil,South America,-3,-25.001606,-53.501565
KME,Kamembe Airport,Kamembe,Rwanda,Africa,2,-2.466667,28.916667
INN,Innsbruck Airport,Innsbruck,Austria,Europe,2,47.25745,11.351467
BTI,Barter Island Airport,Barter Island,United States,North America,-8,70.134722,-143.578333
DAB,Daytona Beach International Airport,Daytona Beach,United States,North America,-4,29.185192,-81.060829
BVC,Rabil Airport,Boa Vista,Cape Verde,Africa,-1,16.083333,-22.833333
LYH,Preston-Glenn Field,Lynchburg,United States,North America,-4,37.326944,-79.201111
VCA,Can Tho Airport,Can Tho,Viet Nam,Asia,7,10.047222,105.766389
SOV,Seldovia Airport,Seldovia,United States,North America,-8,59.4425,-151.704167
HMB,Mubarak International Airport,Sohag,Egypt,Middle East,2,26.338877,31.737168
JFK,John F. Kennedy International Airport,New York,United States,North America,-4,40.642335,-73.78817
SDF,Louisville International Airport,Louisville,United States,North America,-4,38.186375,-85.741794
GOQ,Golmud Airport,Golmud,China,Asia,8,36.404633,94.789305
TBH,Tugdan Airport,Barangay Tugdan,Philippines,Asia,8,12.315823,122.081968
LGA,LaGuardia Airport,New York,United States,North America,-4,40.774252,-73.871617
MEE,Mare Airport,Mare,New Caledonia,Oceania,11,-21.482312,168.036082
NOJ,Nojabrxsk Airport,Nojabrxsk,Russian Federation,Europe,5,63.176731,75.294596
YTL,Big Trout Airport,Big Trout,Canada,North America,-5,53.815942,-89.889516
IWA,Ivanovo Airport,Ivanovo,Russian Federation,Europe,3,56.942956,40.944546
YKU,Chisasibi Airport,Chisasibi,Canada,North America,-4,53.806825,-78.924065
LIH,Lihue Airport,Kauai Island,United States,North America,-10,21.978204,-159.349445
DBB,Al Alamain International Airport,Dabaa,Egypt,Middle East,2,30.924444,28.461389
OKT,Oktiabrskij Airport,Oktiabrskij,Russian Federation,Europe,5,54.433333,53.383333
NEF,Neftekamsk Airport,Neftekamsk,Russian Federation,Europe,5,56.1,54.35
JCH,Qasigiannguit Airport,Qasigiannguit,Greenland,North America,-2,68.815149,-51.201327
SIF,Simara Airport,Simara,Nepal,Asia,5.75,27.163563,84.979195
OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,Russian Federation,Europe,6,55.009011,82.666999
CWB,Afonso Pena International Airport,Curitiba,Brazil,South America,-3,-25.535763,-49.173298
TLL,Tallinn Airport,Tallinn,Estonia,Europe,3,59.416622,24.798703
TWT,Sanga Sanga Airport,Bongao,Philippines,Asia,8,5.044251,119.740982
JHW,Jamestown Airport,Jamestown,United States,North America,-4,42.150556,-79.258056
TRS,Trieste – Friuli Venezia Giulia Airport,Trieste,Italy,Europe,2,45.820781,13.485678
SNU,Santa Clara Airport,Santa Clara,Cuba,Caribbean,-4,22.491944,-79.941944
GNB,Grenoble-Isere Airport,Grenoble,France,Europe,2,45.359832,5.332019
HAQ,Hanimaadhoo Airport,Hanimaadhoo,Maldives,Asia,5,6.748433,73.168377
CPA,A. Tubman Airport,Cape Palmas,Liberia,Africa,0,4.376667,-7.695556
EAE,Emae Airport,Emae,Vanuatu,Oceania,11,-17.166667,168.416667
ANF,Cerro Moreno International Airport,Antofagasta,Chile,South America,-3,-23.449,-70.440789
NCY,Annecy-Meythet Airport,Annecy,France,Europe,2,45.930556,6.100833
LOH,Loja Airport,Loja,Ecuador,South America,-5,-3.993611,-79.373611
FAT,Fresno Yosemite International Airport,Fresno,United States,North America,-7,36.769624,-119.720236
EWR,Newark Liberty International Airport,Newark,United States,North America,-4,40.689071,-74.178753
SCV,Suceava Airport,Suceava,Romania,Europe,3,47.685773,26.351656
SGU,Saint George Municipal Airport,Saint George,United States,North America,-6,37.032628,-113.510167
SPS,Sheppard Air Force Base,Wichita Falls,United States,North America,-5,33.988333,-98.491944
JCU,Ceuta Heliport,Ceuta,Spain and Canary Islands,Europe,2,35.899167,-5.338333
WRL,Worland Airport,Worland,United States,North America,-6,43.9675,-107.953056
GRO,Girona-Costa Brava Airport,Girona,Spain and Canary Islands,Europe,2,41.898041,2.766383
WMK,Meyers Chuck Sea Plane Base,Meyers Chuck,United States,North America,-8,55.733333,-132.183333
BZK,Bryansk International Airport,Bryansk,Russian Federation,Europe,3,53.213911,34.176383
HAU,Haugesund Airport,Haugesund,Norway,Europe,2,59.344763,5.215903
LEQ,Lands End Airport,Lands End,United Kingdom,Europe,1,50.102792,-5.670205
MBL,Blacker Airport,Manistee,United States,North America,-4,44.273889,-86.253333
KNW,New Stuyahok Airport,New Stuyahok,United States,North America,-8,59.452222,-157.329722
MHH,Marsh Harbour International Airport,Marsh Harbour,Bahamas,Caribbean,-4,26.513428,-77.077119
ZKG,Kegaska Airport,Kegaska,Canada,North America,-4,50.188889,-61.291667
XCH,Christmas Island Airport,Christmas Island,Christmas Island,Oceania,7,-10.5,105.666667
AHE,Ahe Airport,Ahe,French Polynesia,Oceania,-10,-14.428056,-146.256944
ABV,Nnamdi Azikiwe International Airport,Abuja,Nigeria,Africa,1,9.004614,7.270447
WLP,West Angelas Airport,West Angelas,Australia,Oceania,8,-23.135729,118.70739
DIR,Aba Tenna D Yilma Airport,Dire Dawa,Ethiopia,Africa,3,9.61338,41.857994
CMF,Chambery Airport,Chambery,France,Europe,2,45.637994,5.88437
PER,Perth Airport,Perth,Australia,Oceania,8,-31.933604,115.960236
EDR,Edward River Airport,Edward River,Australia,Oceania,10,-14.9,141.616667
TSM,Taos Airport,Taos,United States,North America,-6,36.459167,-105.675278
GUP,Gallup Municipal Airport,Gallup,United States,North America,-6,35.511111,-108.786667
ORL,Orlando Executive Airport,Orlando,United States,North America,-4,28.544167,-81.335556
SFO,San Francisco International Airport,San Francisco,United States,North America,-7,37.615215,-122.389881
SAF,Santa Fe Municipal Airport,Santa Fe,United States,North America,-6,35.6175,-106.088333
CYS,Cheyenne Regional Airport,Cheyenne,United States,North America,-6,41.155833,-104.816667
ROW,Roswell International Air Center,Roswell,United States,North America,-6,33.305389,-104.525744
FMN,Four Corners Regional Airport,Farmington,United States,North America,-6,36.741111,-108.229167
ABQ,Albuquerque International Sunport,Albuquerque,United States,North America,-6,35.049625,-106.617193
CVN,Clovis Municipal Airport,Clovis,United States,North America,-6,34.427222,-103.078889
LAR,General Brees Field,Laramie,United States,North America,-6,41.313611,-105.673056
INT,Smith-Reynolds Airport,Winston-Salem,United States,North America,-4,36.135278,-80.225556
KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,Asia,8,2.744344,101.717259
AST,Astoria Airport,Astoria,United States,North America,-7,46.159722,-123.88
ERS,Eros Airport,Windhoek,Namibia,Africa,1,-22.616667,17.083333
HOR,Horta Airport,Horta (Azores),Portugal,Europe,0,38.52,-28.717222
ASB,Ashgabat Airport,Ashgabat,Turkmenistan,Asia,5,37.984183,58.366978
PBO,Paraburdoo Airport,Paraburdoo,Australia,Oceania,8,-23.173908,117.748002
PXM,Puerto Escondido Airport,Puerto Escondido,Mexico,North America,-5,15.85,-97.083333
IAS,Iasi Airport,Iasi,Romania,Europe,3,47.176988,27.616993
JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,Middle East,3,21.670232,39.150579
ROA,Roanoke-Blacksburg Regional Airport,Roanoke,United States,North America,-4,37.320509,-79.970384
CEI,Chiang Rai International Airport,Chiang Rai,Thailand,Asia,7,19.954608,99.878811
MLE,Male International Airport,Male,Maldives,Asia,5,4.187475,73.530782
ABR,Aberdeen Municipal Airport,Aberdeen,United States,North America,-5,45.4525,-98.426111
HYS,Hays Municipal Airport,Hays,United States,North America,-5,38.846111,-99.274167
YEK,Arviat Airport,Arviat,Canada,North America,-5,61.116667,-94.05
IRJ,La Rioja Airport,La Rioja,Argentina,South America,-3,-29.383333,-66.783333
CTG,Rafael Nunez International Airport,Cartagena,Colombia,South America,-5,10.445704,-75.516585
MKK,Molokai Airport,Hoolehua,United States,North America,-10,21.155184,-157.092927
CUZ,Alejandro Velasco Astete International Airport,Cuzco,Peru,South America,-5,-13.538429,-71.943714
PVR,Gustavo Diaz Ordaz International Airport,Puerto Vallarta,Mexico,North America,-5,20.678297,-105.248979
ULN,Chinggis Khaan International Airport,Ulaanbaatar,Mongolia,Asia,8,47.852749,106.763268
WBQ,Beaver Airport,Beaver,United States,North America,-8,66.362222,-147.408333
DAX,Daxian Airport,Daxian,China,Asia,8,31.135012,107.426891
RKS,Rock Springs-Sweetwater County Airport,Rock Springs,United States,North America,-6,41.598034,-109.072092
SLY,Salekhard Airport,Salekhard,Russian Federation,Europe,5,66.590358,66.591548
SDP,Sand Point Municipal Airport,Sand Point,United States,North America,-8,55.316667,-160.513889
HEA,Herat International Airport,Herat,Afghanistan,Asia,4.5,34.212696,62.22599
IXL,Leh Airport,Leh,India,Asia,5.5,34.140351,77.547465
MHP,Minsk International 1 Airport,Minsk,Belarus,Europe,3,53.85,27.55
MTT,Minatitlan Airport,Minatitlan,Mexico,North America,-5,17.983333,-94.516667
IWD,Gogebic County Airport,Ironwood,United States,North America,-5,46.525556,-90.131667
BBB,Benson Municipal Airport,Benson,United States,North America,-5,45.316667,-95.6
MFF,Moanda Airport,Moanda,Gabon,Africa,1,-1.536944,13.270833
AEG,Aek Godang Airport,South Tapanuli Regency,Indonesia,Asia,7,1.400148,99.430407
WFI,Fianarantsoa Airport,Fianarantsoa,Madagascar,Africa,3,-21.441319,47.110553
MEQ,Seunagan Airport,Meulaboh,Indonesia,Asia,7,4.15,96.116667
SCK,Stockton Airport,Stockton,United States,North America,-7,37.894444,-121.239167
TOB,Tobruk Airport,Tobruk,Libya,Africa,2,31.854167,23.917222
PED,Pardubice Airport,Pardubice,Czech Republic,Europe,2,50.013333,15.738611
OLJ,West Cost Santo Airport,Olpoi,Vanuatu,Oceania,11,-14.884605,166.560021
MOB,Mobile Regional Airport,Mobile,United States,North America,-5,30.681085,-88.244753
PEZ,Penza Airport,Penza,Russian Federation,Europe,3,53.118517,45.023048
HZH,Liping Airport,Liping,China,Asia,8,26.320214,109.153806
DWC,Dubai World Central - Al Maktoum International Airport,Dubai,United Arab Emirates,Middle East,4,24.892845,55.162467
EKS,Shakhtyorsk Airport,Shakhtyorsk,Russian Federation,Europe,10,49.1896,142.085469
PQI,Presque Isle Municipal Airport,Presque Isle,United States,North America,-4,46.685,-68.0475
LBV,Libreville Airport,Libreville,Gabon,Africa,1,0.456963,9.409852
CBQ,Calabar Airport,Calabar,Nigeria,Africa,1,4.96889,8.347415
CIU,Chippewa County Airport,Sault Ste. Marie,United States,North America,-4,46.250933,-84.457941
YKA,Kamloops Airport,Kamloops,Canada,North America,-7,50.705447,-120.442023
CVM,Ciudad Victoria Airport,Ciudad Victoria,Mexico,North America,-5,23.713889,-98.965278
MAS,Momote Airport,Manus Island,Papua New Guinea,Asia,10,-2.056667,147.424444
URJ,Uraj Airport,Uraj,Russian Federation,Europe,5,60.116667,64.833333
ZIH,Ixtapa/Zihuatanejo Internacional Airport,Ixtapa/Zihuatanejo,Mexico,North America,-5,17.606782,-101.464062
EAT,Pangborn Field,Wenatchee,United States,North America,-7,47.399722,-120.207778
GDX,Magadan Airport,Magadan,Russian Federation,Europe,10,59.916667,150.716667
IKI,Iki Airport,Iki,Japan,Asia,9,33.745556,129.788333
MSN,Dane County Regional Airport,Madison,United States,North America,-5,43.136377,-89.346497
PQQ,Port Macquarie Airport,Port Macquarie,Australia,Oceania,10,-31.431402,152.867233
KER,Kerman Airport,Kerman,Iran,Asia,4.5,30.258778,56.961921
FLL,Fort Lauderdale-Hollywood International Airport,Fort Lauderdale,United States,North America,-4,26.071492,-80.144908
TBW,Tambov Donskoye Airport,Tambov,Russian Federation,Europe,3,52.803388,41.488676
LIS,Lisbon Portela Airport,Lisbon,Portugal,Europe,1,38.770043,-9.128165
MIA,Miami International Airport,Miami,United States,North America,-4,25.796,-80.278234
EBU,Boutheon Airport,Saint Etienne,France,Europe,2,45.541389,4.296944
BLJ,Batna Airport,Batna,Algeria,Africa,1,35.566667,6.183333
XKS,Kasabonika Airport,Kasabonika,Canada,North America,-5,53.52,-88.646667
ZEL,Bella Bella Airport,Bella Bella,Canada,North America,-7,52.166667,-128.1
STW,Stavropol Airport,Stavropol,Russian Federation,Europe,3,45.333333,42.008333
UME,Umea Airport,Umea,Sweden,Europe,2,63.793332,20.289539
KMV,Kalemyo Airport,Kalemyo,Myanmar,Asia,6.5,23.183333,94.05
VKO,Vnukovo Airport,Moscow,Russian Federation,Europe,3,55.60315,37.292098
ELQ,Prince Nayef bin Abdulaziz Regional Airport,Gassim,Saudi Arabia,Middle East,3,26.305029,43.768178
YNO,North Spirit Lake Airport,North Spirit Lake,Canada,North America,-5,52.490673,-92.975029
RGN,Yangon International Airport,Mingaladon,Myanmar,Asia,6.5,16.900069,96.134152
DLU,Dali Airport,Dali City,China,Asia,8,25.65135,100.323158
KGK,New Koliganek Airport,New Koliganek,United States,North America,-8,59.8,-157.233333
PEI,Matecana International Airport,Pereira,Colombia,South America,-5,4.815945,-75.736531
KTB,Thorne Bay Seaplane Base,Thorne Bay,United States,North America,-8,55.687457,-132.531764
MNL,Ninoy Aquino International Airport,Manila,Philippines,Asia,8,14.511205,121.019208
GOT,Goteborg Landvetter Airport,Gothenburg,Sweden,Europe,2,57.666643,12.294878
ATZ,Assiut Airport,Assiut,Egypt,Middle East,2,27.033333,31
MPH,Boracay Airport,Caticlan,Philippines,Asia,8,11.925263,121.952099
HME,Oued Irara Airport,Hassi Messaoud,Algeria,Africa,1,31.675303,6.145436
NAG,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,Asia,5.5,21.090037,79.05636
CYP,Calbayog Airport,Calbayog,Philippines,Asia,8,12.075833,124.543056
MDZ,El Plumerillo International Airport,Mendoza,Argentina,South America,-3,-32.827888,-68.798909
MSY,Louis Armstrong New Orleans International Airport,New Orleans,United States,North America,-5,29.984564,-90.256391
RME,Griffiss Air Force Base,Rome,United States,North America,-4,43.216667,-75.45
MCP,Macapa International Airport,Macapa,Brazil,South America,-3,0.049895,-51.068384
CIA,Ciampino-G. B. Pastine International Airport,Rome,Italy,Europe,2,41.799065,12.590987
TMC,Tambolaka Airport,Tambolaka,Indonesia,Asia,8,-9.340278,119.183056
BXU,Butuan Airport,Butuan,Philippines,Asia,8,8.947999,125.481228
GXF,Seiyun Airport,Seiyun,Republic of Yemen,Middle East,3,15.961794,48.787085
LBU,Labuan Airport,Labuan,Malaysia,Asia,8,5.294355,115.249164
BLZ,Chileka Airport,Blantyre,Malawi,Africa,2,-15.674722,34.970833
DXB,Dubai Airport,Dubai,United Arab Emirates,Middle East,4,25.248664,55.352916
SDV,Dov Hoz Airport,Tel Aviv-Yafo,Israel,Middle East,3,32.104885,34.787858
NCU,Nukus Airport,Nukus,Uzbekistan,Asia,5,42.483333,59.633333
TPA,Tampa International Airport,Tampa,United States,North America,-4,27.979869,-82.535415
STP,St. Paul Downtown Airport,Saint Paul,United States,North America,-5,44.933333,-93.066667
FTE,El Calafate Airport,El Calafate,Argentina,South America,-3,-50.284227,-72.053695
TGU,Toncontin Airport,Tegucigalpa,Honduras,Central America,-6,14.060123,-87.219716
KSN,Kostanay Airport,Kostanay,Kazakhstan,Asia,6,53.2,63.55
VGO,Vigo Airport,Vigo,Spain and Canary Islands,Europe,2,42.224551,-8.634025
NHA,Nha Trang Airport,Nha Trang,Viet Nam,Asia,7,12.227912,109.196662
GET,Geraldton Airport,Geraldton,Australia,Oceania,8,-28.796077,114.70205
TTQ,Tortuquero Airport,Tortuquero,Costa Rica,Central America,-6,10.566667,-83.516667
EOH,Enrique Olaya Herrera Airport,Medellin,Colombia,South America,-5,6.218666,-75.586403
CDC,Cedar City Airport,Cedar City,United States,North America,-6,37.7025,-113.096111
OND,Ondangwa Airport,Ondangwa,Namibia,Africa,1,-17.885496,15.942233
GZP,Gazipasa Airport,Gazipasa,Turkey,Europe,3,36.2993,32.3014
YKG,Kangirsuk Airport,Kangirsuk,Canada,North America,-4,60.023082,-70.004602
YPM,Pikangikum Airport,Pikangikum,Canada,North America,-5,51.817377,-93.972869
IRM,Igrim Airport,Igrim,Russian Federation,Europe,5,63.200757,64.433944
OHH,Novostroyka Airport,Okha,Russian Federation,Europe,10,53.516666,142.88333
PYY,Pai Airport,Pai,Thailand,Asia,7,19.371444,98.435704
DYG,Zhangjiajie Hehua Airport,Dayong,China,Asia,8,29.10712,110.445685
THX,Turukhansk Airport,Turukhansk,Russian Federation,Europe,7,65.797222,87.935278
JXA,Jixi Airport,Jixi,China,Asia,8,45.306082,130.996745
KDZ,Polgolla Reservoir Airport,Kandy,Sri Lanka,Asia,5.5,7.325215,80.643375
BLR,Bengaluru International Airport,Bangalore,India,Asia,5.5,13.200771,77.710228
ULV,Ulyanovsk Baratayeveka Airport,Baratayeveka,Russian Federation,Europe,3,54.268333,48.226665
ULH,Prince Abdul Majeed bin Abdulaziz Airport,Al Ula,Saudi Arabia,Middle East,3,26.480861,38.116654
UTS,Ust-Tsylma Airport,Ust-Tsylma,Russian Federation,Europe,3,65.433333,52.2
GMO,Gombe Lawanti International Airport,Gombe,Nigeria,Africa,1,10.298056,10.898889
TJU,Kulyab Airport,Kulyab,Tajikistan,Asia,5,37.988335,69.80666
RKZ,Shigatse Peace Airport,Shigatse,China,Asia,8,29.351944,89.31
HDG,Handan Airport,Handan,China,Asia,8,36.525833,114.425
JIC,Jinchuan Airport,Jinchang,China,Asia,8,38.541943,102.34861
HIA,Huai'an Lianshui Airport,Huai'an,China,Asia,8,33.7875,119.12778
HJJ,Zhijiang Airport,Huaihua,China,Asia,8,27.441389,109.699722
PKB,Wood County Airport,Parkersburg,United States,North America,-4,39.345556,-81.438889
ANR,Deurne Airport,Antwerp,Belgium,Europe,2,51.18916,4.450672
BGO,Flesland Airport,Bergen,Norway,Europe,2,60.289064,5.228169
LTN,London Luton Airport,London,United Kingdom,Europe,1,51.879768,-0.376232
YDN,Dauphin Airport,Dauphin,Canada,North America,-5,51.1,-100.05
AYP,Yanamilla Airport,Ayacucho,Peru,South America,-5,-13.197222,-74.247222
DIN,Dien Bien Airport,Dien Bien Phu,Viet Nam,Asia,7,21.383333,103
YKM,Yakima Air Terminal,Yakima,United States,North America,-7,46.566944,-120.537778
YMO,Moosonee Airport,Moosonee,Canada,North America,-4,51.291111,-80.604167
ICT,Wichita Mid-Continent Airport,Wichita,United States,North America,-5,37.653044,-97.428957
MLW,Spriggs Payne Airport,Monrovia,Liberia,Africa,0,6.289444,-10.758333
OER,Ornskoldsvik Airport,Ornskoldsvik,Sweden,Europe,2,63.412583,18.992074
YER,Fort Severn Airport,Fort Severn,Canada,North America,-4,56.017702,-87.677509
KIM,Kimberley Airport,Kimberley,South Africa,Africa,2,-28.805833,24.766389
CYI,Chiayi Airport,Chiayi,Republic of China Taiwan,Asia,8,23.466667,120.383333
UKK,Ust-Kamenogorsk Airport,Ust-Kamenogorsk,Kazakhstan,Asia,6,50.025722,82.505598
PHG,Port Harcourt City Airport,Port Harcourt,Nigeria,Africa,1,4.844412,7.019821
CZJ,Corazon De Jesus Airport,Corazon De Jesus,Panama,Central America,-5,9.446861,-78.5717
KYU,Koyukuk Airport,Koyukuk,United States,North America,-8,64.878056,-157.713056
